ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-105927,Source2,2,2016-05-03 22:13:27,2016-05-03 22:43:27,34.153960999999995,-118.466202,,,0.01,Delays expected due to accident on Sepulveda Blvd in Sherman Oaks.,Sepulveda Blvd,Sherman Oaks,Los Angeles,CA,91403,US,US/Pacific,KVNY,2016-05-03 21:51:00,60.1,,75.0,29.93,10.0,East,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-108217,Source2,3,2016-05-21 08:51:22,2016-05-21 09:21:22,33.869511,-118.195206,,,0.01,Right hand shoulder blocked due to accident on I-710 Southbound at Exits 8A 8B CA-91.,Long Beach Fwy S,Long Beach,Los Angeles,CA,90805,US,US/Pacific,KLGB,2016-05-21 08:53:00,64.0,,56.0,29.99,10.0,East,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-123191,Source2,2,2017-01-19 08:03:25,2017-01-19 08:47:40,28.639791,-81.443611,,,0.01,Accident on FL-414 Maitland Blvd at Rose Ave.,Maitland Blvd,Orlando,Orange,FL,32810,US,US/Eastern,KORL,2017-01-19 07:53:00,62.1,,93.0,30.09,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-94039,Source2,2,2016-08-31 12:28:14,2016-08-31 13:03:00,33.856369,-117.97377,,,0.0,HOV &amp; #1 lane blocked due to accident on CA-91 Eastbound at Exits 23C 24 I-5.,Riverside Fwy E,Anaheim,Orange,CA,92801,US,US/Pacific,KFUL,2016-08-31 12:53:00,87.1,,46.0,29.84,9.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-67903,Source2,2,2016-10-31 09:30:02,2016-10-31 10:05:00,34.077183000000005,-118.282005,,,0.01,#2 lane blocked and left hand shoulder blocked due to accident on US-101 Southbound at Exit 5B Silver Lake Blvd.,Hollywood Fwy S,Los Angeles,Los Angeles,CA,90026,US,US/Pacific,KCQT,2016-10-31 09:47:00,62.1,,80.0,30.06,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-198426,Source2,2,2016-12-30 11:30:44,2016-12-30 12:00:36,40.891575,-73.85165400000002,,,0.01,Accident on 233rd St both ways at Bronxwood Ave.,E 233rd St,Bronx,Bronx,NY,10466-3205,US,US/Eastern,KLGA,2016-12-30 11:51:00,42.1,33.3,43.0,29.65,10.0,West,19.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,True,False,Day,Day,Day,Day
A-186924,Source2,2,2016-09-15 16:46:50,2016-09-15 17:31:50,42.970654,-85.68265500000003,,,0.0,Accident on Seward Ave at Bridge St.,Bridge St NW,Grand Rapids,Kent,MI,49504-5327,US,US/Eastern,KGRR,2016-09-15 16:53:00,71.1,,47.0,30.22,10.0,ESE,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-124696,Source2,2,2016-10-25 09:38:29,2016-10-25 10:23:14,28.409718,-81.416733,,,0.01,Accident on Central Florida Pkwy at Galvin Dr.,Central Florida Pkwy,Orlando,Orange,FL,32837,US,US/Eastern,KMCO,2016-10-25 09:53:00,70.0,,68.0,30.21,10.0,North,3.5,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-82479,Source2,3,2016-10-08 03:46:35,2016-10-08 04:16:08,34.037144,-118.300369,,,0.0,Accident on I-10 Eastbound at Exit 12 Normandie Ave.,I-10 W,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,2016-10-08 03:47:00,64.9,,61.0,29.86,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-11363,Source2,2,2017-01-17 04:47:18,2017-01-17 05:31:59,37.977749,-122.25808700000002,,,0.01,Accident on Pinole Valley Rd both ways around Marlin Ct.,Marlin Ct,Pinole,Contra Costa,CA,94564-1045,US,US/Pacific,KCCR,2017-01-17 04:53:00,39.0,35.7,82.0,30.1,4.0,NNW,4.6,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7504,Source2,2,2016-12-16 21:48:35,2016-12-16 22:18:35,38.946407,-121.046875,,,0.01,Accident on Bell Rd Northbound at Bowman Rd.,Bowman Rd,Auburn,Placer,CA,95602-9525,US,US/Pacific,KAUN,2016-12-16 21:55:00,37.4,,93.0,30.04,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-179534,Source2,3,2016-12-08 09:30:48,2016-12-08 10:00:36,42.971889,-85.657028,,,0.01,Accident on I-196 Westbound at Exit 78 College Ave.,College Ave NE,Grand Rapids,Kent,MI,49503,US,US/Eastern,KGRR,2016-12-08 09:29:00,25.0,12.2,85.0,30.06,2.0,West,16.1,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-85983,Source2,2,2016-08-02 18:22:49,2016-08-02 19:07:49,34.138465999999994,-117.242714,,,0.0,Shoulder blocked on exit ramp due to accident on CA-210 Eastbound near Exit 78 Del Rosa Ave.,CA-210 E,San Bernardino,San Bernardino,CA,92404,US,US/Pacific,KSBD,2016-08-02 18:50:00,91.4,,24.0,29.91,6.0,WSW,15.0,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-50587,Source2,2,2016-07-22 11:02:51,2016-07-22 11:42:00,33.779076,-117.883484,,,0.0,Right hand shoulder blocked due to accident on CA-22 Westbound at Exit 14B I-5.,CA-22 W,Orange,Orange,CA,92868,US,US/Pacific,KSNA,2016-07-22 10:53:00,87.1,,43.0,29.93,10.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5029,Source2,2,2016-08-01 17:28:19,2016-08-01 19:28:19,38.653275,-121.225708,,,0.0,Queueing traffic due to accident on County Hwy-E3 Hazel Ave at Sunset Ave.,Sunset Ave,Fair Oaks,Sacramento,CA,95628,US,US/Pacific,KMHR,2016-08-01 17:45:00,91.4,,20.0,29.86,10.0,SSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-92375,Source2,3,2016-08-25 12:02:45,2016-08-25 12:40:00,34.070206,-117.864616,,,0.0,#3 &amp; #4 lane blocked due to accident on I-10 Westbound at Exit 38B Holt Ave.,I-10 E,West Covina,Los Angeles,CA,91791,US,US/Pacific,KPOC,2016-08-25 11:47:00,77.0,,54.0,29.98,10.0,West,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-188105,Source2,2,2016-09-30 07:46:28,2016-09-30 08:16:08,42.984325,-85.590546,,,0.0,Multi-vehicle accident on M-44 Beltline Ave Northbound at Leonard St.,Leonard St NE,Grand Rapids,Kent,MI,49525,US,US/Eastern,KGRR,2016-09-30 07:53:00,57.9,,93.0,30.19,3.0,NE,10.4,0.06,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-62142,Source2,3,2017-01-12 06:55:42,2017-01-12 07:35:00,34.152,-118.132477,,,0.01,HOV lane blocked due to accident on I-210 Westbound at Lake Ave.,N Lake Ave,Pasadena,Los Angeles,CA,91101,US,US/Pacific,KMWS,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-155173,Source2,2,2016-10-18 10:56:55,2016-10-18 11:52:00,34.256168,-82.490578,,,0.01,Accident on SC-28 near Clover Dr.,Clover Dr,Abbeville,Abbeville,SC,29620-3803,US,US/Eastern,KGRD,2016-10-18 10:56:00,73.9,,66.0,30.12,10.0,WSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-74009,Source2,2,2016-11-21 12:00:40,2016-11-21 12:38:00,34.031665999999994,-117.758392,,,0.01,Accident on CA-71 Northbound at Exits 12 13 Rio Rancho Rd.,Rio Rancho Rd,Pomona,Los Angeles,CA,91766,US,US/Pacific,KPOC,2016-11-21 11:47:00,60.8,,63.0,29.98,10.0,WSW,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14994,Source2,3,2016-11-04 10:15:37,2016-11-04 10:45:14,37.962944,-122.054352,,,0.01,Accident on I-680 Southbound at Exit 51 Sunvalley Blvd. On the median.,I-680 S,Pleasant Hill,Contra Costa,CA,94523,US,US/Pacific,KCCR,2016-11-04 09:53:00,59.0,,69.0,30.13,9.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-8645,Source2,3,2016-12-26 18:57:39,2016-12-26 19:42:21,38.574406,-121.577354,,,0.01,Accident on I-80 Westbound at Exits 81 82 I-80 Bus Capital City Fwy.,I-80 W,West Sacramento,Yolo,CA,95691,US,US/Pacific,KSAC,2016-12-26 18:53:00,37.9,,79.0,30.32,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-169682,Source2,2,2017-01-16 19:52:07,2017-01-16 20:36:55,41.88998400000001,-88.063789,,,0.01,Accident on Geneva Rd at Main St.,Saint Charles Rd,Glen Ellyn,Dupage,IL,60137-3620,US,US/Central,KDPA,2017-01-16 19:52:00,37.0,32.4,93.0,29.98,5.0,NNE,5.8,0.1,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-53120,Source2,3,2016-11-30 19:32:04,2016-11-30 20:16:46,33.876289,-118.102577,,,0.01,Right hand shoulder blocked due to accident on I-605 Southbound near Exit 7A CA-91.,I-605 S,Cerritos,Los Angeles,CA,90703,US,US/Pacific,KFUL,2016-11-30 19:53:00,55.0,,45.0,30.0,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-29719,Source2,2,2016-09-02 10:38:56,2016-09-02 11:08:56,37.783798,-120.86203,,,0.0,Accident on Jackson Rd at River Rd.,River Rd,Oakdale,Stanislaus,CA,95361-9787,US,US/Pacific,KMOD,2016-09-02 10:53:00,79.0,,40.0,29.9,10.0,NNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-36650,Source2,2,2016-04-28 18:26:44,2016-04-28 19:41:44,38.555443,-121.440857,,,0.01,Multi-vehicle accident on US-50 Westbound at Exit 8A 59th St.,El Dorado Fwy W,Sacramento,Sacramento,CA,95819,US,US/Pacific,KSAC,2016-04-28 18:53:00,77.0,,20.0,29.83,10.0,NW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-74362,Source2,3,2016-11-22 16:27:30,2016-11-22 17:12:02,33.384953,-117.58138999999998,,,0.01,Accident on I-5 Northbound before Exit 71 Basilone Rd. On the median.,I-5 N,San Clemente,San Diego,CA,92672,US,US/Pacific,KNXF,2016-11-22 16:56:00,63.0,,81.0,30.08,8.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-99225,Source2,3,2016-04-01 16:33:12,2016-04-01 17:03:12,33.949703,-118.170532,,,0.0,Accident on I-710 Northbound at Exit 13 CA-42 Firestone Blvd.,Manchester Ave,South Gate,Los Angeles,CA,90280,US,US/Pacific,KCQT,2016-04-01 16:47:00,66.9,,54.0,30.06,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-63123,Source2,3,2017-01-16 17:15:41,2017-01-16 18:00:20,34.129578,-117.93428,,,0.01,HOV lane blocked due to multi-vehicle accident on I-210 Eastbound before Exit 38 Irwindale Ave.,Foothill Fwy E,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,2017-01-16 16:45:00,62.6,,55.0,30.03,10.0,WSW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-113704,Source2,2,2016-06-09 19:24:19,2016-06-09 20:09:19,33.876099,-118.118958,,,0.0,Right hand shoulder blocked due to accident on CA-91 Eastbound near Exit 16 Bellflower Blvd.,Artesia Fwy E,Bellflower,Los Angeles,CA,90706,US,US/Pacific,KLGB,2016-06-09 19:53:00,64.9,,81.0,29.89,10.0,SSW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-86106,Source2,2,2016-08-03 00:10:49,2016-08-03 00:40:49,34.074783000000004,-118.161629,,,0.0,Accident on I-710 Southbound at Valley Blvd.,Valley Blvd,Los Angeles,Los Angeles,CA,90032-3520,US,US/Pacific,KCQT,2016-08-03 00:47:00,66.9,,84.0,29.99,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-131611,Source2,2,2016-09-20 19:33:05,2016-09-20 20:17:29,27.968163,-82.791779,,,0.0,Queueing traffic due to accident on Martin Luther King Jr Ave Northbound at FL-590 Drew St.,Drew St,Clearwater,Pinellas,FL,33755-4818,US,US/Eastern,KPIE,2016-09-20 19:53:00,82.0,,74.0,29.95,10.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,True,False,False,True,False,Night,Day,Day,Day
A-14462,Source2,3,2016-11-01 16:18:05,2016-11-01 16:47:45,38.088394,-122.232071,,,0.0,Accident on San Miguel Rd Westbound at San Luis Dr.,San Miguel Rd,Vallejo,Solano,CA,94590,US,US/Pacific,KAPC,2016-11-01 15:54:00,66.9,,52.0,30.06,10.0,WSW,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-27540,Source2,2,2016-08-16 14:46:26,2016-08-16 15:31:26,37.94475900000001,-122.514915,,,0.0,Accident on US-101 Southbound at Exit 450B Sir Francis Drake Blvd.,Sir Francis Drake Blvd,Larkspur,Marin,CA,94939,US,US/Pacific,KDVO,2016-08-16 14:55:00,80.6,,45.0,29.87,10.0,SE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-165167,Source2,2,2016-08-26 15:10:41,2016-08-26 15:40:41,41.190937,-95.933479,,,0.0,Accident on 13th St at Bellevue Blvd.,S 13th St,Bellevue,Sarpy,NE,68147-1605,US,US/Central,KOFF,2016-08-26 14:58:00,71.2,,75.0,30.08,10.0,East,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-492,Source2,2,2016-03-04 08:01:42,2016-03-04 08:31:42,39.985336,-82.78984100000002,,,0.01,One lane blocked due to accident on OH-16 Broad St at Waggoner Rd.,E Broad St,Reynoldsburg,Franklin,OH,43068,US,US/Eastern,KCMH,2016-03-04 07:58:00,32.0,24.2,80.0,30.07,6.0,NNE,9.2,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-13862,Source2,2,2016-10-27 16:03:59,2016-10-27 16:33:25,37.14604600000001,-121.985863,,,0.01,Lane blocked on exit ramp due to accident on CA-17 Santa Cruz Hwy at CA-35 Summit Rd.,Santa Cruz Hwy,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,2016-10-27 15:53:00,66.0,,81.0,29.93,10.0,Calm,,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-69815,Source2,3,2016-11-07 00:59:20,2016-11-07 01:28:47,34.031918,-118.262413,,,0.01,Two lanes blocked due to accident on I-10 Eastbound at Exit 14A Los Angeles St.,I-10 E,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,2016-11-07 00:54:00,59.0,,93.0,30.04,2.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-114421,Source2,2,2016-06-13 04:52:44,2016-06-13 05:52:44,34.244156,-119.215233,,,0.0,Shoulder blocked due to accident on Victoria Ave at Olivas Park Dr.,Olivas Park Dr,Ventura,Ventura,CA,93003,US,US/Pacific,KOXR,2016-06-13 04:51:00,55.9,,84.0,30.09,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-199759,Source2,3,2017-01-10 17:22:16,2017-01-10 17:51:47,41.828766,-71.517174,,,0.01,Accident on I-295 Southbound at Exit 6C-A US-6 Hartford Ave. On the median.,I-295 S,Johnston,Providence,RI,02919,US,US/Eastern,KSFZ,2017-01-10 16:56:00,33.1,,82.0,30.54,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-127371,Source2,3,2016-11-12 14:43:15,2016-11-12 15:42:38,29.172361,-81.084129,,,0.01,Right lane blocked due to accident on I-95 Southbound at Exits 261 261A 261B US-92 International Speedway Blvd.,W International Speedway Blvd,Daytona Beach,Volusia,FL,32114,US,US/Eastern,KDAB,2016-11-12 14:53:00,75.0,,43.0,30.05,10.0,East,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-8922,Source2,2,2016-12-29 02:56:46,2016-12-29 03:41:24,37.847813,-122.244209,,,0.01,Right hand shoulder blocked due to accident on CA-24 Westbound at Exits 4 4A 4B Miles Ave.,Patton St,Oakland,Alameda,CA,94618,US,US/Pacific,KOAK,2016-12-29 02:53:00,42.1,37.7,85.0,30.2,10.0,SSE,6.9,,Clear,False,False,True,True,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-156434,Source2,3,2016-08-21 16:52:00,2016-08-21 17:37:00,33.7369,-84.391853,,,0.0,Lane blocked due to accident on I-85 I-75 Southbound before Exit 246 Pulliam St.,I-75 N,Atlanta,Fulton,GA,30315,US,US/Eastern,KATL,2016-08-21 16:52:00,82.9,,72.0,29.95,9.0,WNW,12.7,0.0,Light Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-65885,Source2,3,2016-10-21 08:18:05,2016-10-21 08:52:00,33.916678999999995,-117.287613,,,0.01,Accident on I-215 Northbound at Exits 27B 27C Alessandro Blvd.,E Alessandro Blvd,Riverside,Riverside,CA,92508,US,US/Pacific,KRIV,2016-10-21 07:58:00,58.1,,22.0,29.94,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-165497,Source2,3,2016-09-09 18:33:00,2016-09-09 19:03:00,41.224018,-96.043098,,,0.0,One lane blocked and queueing traffic due to accident on I-80 Westbound around Exit 448 84th St.,S 84th St,Omaha,Douglas,NE,68124,US,US/Central,KMLE,2016-09-09 18:35:00,66.6,,90.0,29.96,10.0,NNW,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-71558,Source2,2,2016-11-12 18:00:04,2016-11-12 18:29:41,34.019634,-117.988121,,,0.01,Two lanes blocked due to accident on CA-60 Eastbound at Exits 14 14A 14B 7th Ave.,Pomona Fwy W,Hacienda Heights,Los Angeles,CA,91745,US,US/Pacific,KEMT,2016-11-12 17:45:00,77.0,,26.0,30.03,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-192320,Source2,2,2016-06-24 05:27:30,2016-06-24 05:57:30,42.975231,-85.692696,,,0.0,Accident on Lane Ave at 4th St.,4th St NW,Grand Rapids,Kent,MI,49504-5152,US,US/Eastern,KGRR,2016-06-24 05:53:00,55.9,,75.0,30.04,10.0,NE,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-179803,Source2,3,2016-12-11 07:41:54,2016-12-11 08:11:26,42.735867,-83.379684,,,0.01,Right hand shoulder blocked due to accident on I-75 Northbound at Exits 89 89A 89B Sashabaw Rd.,Chrysler Expy S,Clarkston,Oakland,MI,48346,US,US/Eastern,KPTK,2016-12-11 07:45:00,21.9,13.4,89.0,30.23,0.8,SSE,6.9,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-173781,Source2,2,2016-10-01 21:17:46,2016-10-01 21:47:27,41.82872,-88.105362,,,0.0,Accident on County Hwy-23 Naperville Rd at IL-56 Butterfield Rd.,Butterfield Rd,Wheaton,DuPage,IL,60189,US,US/Central,KDPA,2016-10-01 21:14:00,59.0,,93.0,29.99,10.0,North,4.6,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-19218,Source2,2,2016-11-28 21:52:08,2016-11-28 22:21:01,37.256336,-121.958099,,,0.01,Accident on CA-85 Southbound at Exits 10 11A CA-17.,CA-85 S,Los Gatos,Santa Clara,CA,95032,US,US/Pacific,KSJC,2016-11-28 21:53:00,50.0,,80.0,30.06,10.0,WSW,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-21305,Source2,2,2016-09-21 12:14:29,2016-09-21 12:43:59,38.116043,-121.392769,,,0.0,Accident on CA-12 at County Hwy-J8 Thornton Rd.,W Highway 12,Lodi,San Joaquin,CA,95242-9282,US,US/Pacific,KSCK,2016-09-21 11:55:00,75.0,,36.0,29.9,10.0,West,12.7,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-104909,Source2,2,2016-04-27 20:07:36,2016-04-27 20:52:36,33.7117,-117.848473,,,0.01,Accident on CA-55 Northbound at Exits 8 8A 8B Hotel Ter.,CA-55 N,Santa Ana,Orange,CA,92705,US,US/Pacific,KSNA,2016-04-27 19:53:00,61.0,,75.0,29.77,10.0,SW,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-133757,Source2,2,2016-10-06 16:41:05,2016-10-06 17:25:40,28.568869,-81.205299,,,0.0,Delays due to accident on Orpington St at Loftway Cir.,Orpington St,Orlando,Orange,FL,32826,US,US/Eastern,KORL,2016-10-06 16:53:00,80.1,,90.0,29.78,4.0,NNE,13.8,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-192478,Source2,2,2016-06-27 19:13:47,2016-06-27 19:58:47,42.909824,-85.627533,,,0.0,Accident on Kalamazoo Ave near Shangrai la Dr.,Shangrai la Dr SE,Grand Rapids,Kent,MI,49508-1447,US,US/Eastern,KGRR,2016-06-27 18:53:00,80.1,,42.0,29.97,10.0,NW,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-158938,Source2,3,2016-07-10 14:19:01,2016-07-10 14:49:01,33.781532,-84.390869,,,0.0,One lane blocked due to accident on I-85 I-75 Northbound at Exit 250 Williams St.,10th St NW,Atlanta,Fulton,GA,30309-3810,US,US/Eastern,KFTY,2016-07-10 13:53:00,88.0,,53.0,30.04,10.0,Variable,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-138418,Source2,2,2016-08-22 09:10:20,2016-08-22 09:40:20,27.337835,-82.463852,,,0.0,Accident on FL-780 Fruitville Rd at Honore Ave.,N Honore Ave,Sarasota,Sarasota,FL,34232,US,US/Eastern,KSRQ,2016-08-22 08:53:00,84.9,,72.0,30.08,10.0,ENE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-142646,Source2,2,2016-07-01 11:33:07,2016-07-01 12:18:07,25.628876,-80.343735,,,0.0,Slow traffic and left lane blocked due to accident on FL-992 152nd St Eastbound at 93rd Ave.,SW 93rd Ave,Miami,Miami-Dade,FL,33176,US,US/Eastern,KTMB,2016-07-01 11:53:00,82.0,,82.0,30.08,10.0,ENE,4.6,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-87681,Source2,3,2016-08-08 21:41:22,2016-08-08 22:26:22,33.902828,-118.062027,,,0.0,Right hand shoulder blocked due to accident on I-5 Northbound at Exits 120 120A Rosecrans Ave.,I-5 N,Norwalk,Los Angeles,CA,90650,US,US/Pacific,KFUL,2016-08-08 21:53:00,68.0,,81.0,29.83,10.0,SSW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-164965,Source2,2,2016-08-18 18:50:18,2016-08-18 19:20:18,41.306648,-96.118698,,,0.0,Accident on Fort St Westbound at 129th St.,Fort St,Omaha,Douglas,NE,68164-1613,US,US/Central,KMLE,2016-08-18 18:55:00,86.9,,58.0,29.87,10.0,SSE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-84078,Source2,2,2016-10-14 20:43:31,2016-10-14 21:27:54,33.739594,-117.833923,,,0.01,#2 lane blocked and right hand shoulder blocked due to accident on I-5 Northbound before CA-55.,CA-55 S,Tustin,Orange,CA,92780,US,US/Pacific,KSNA,2016-10-14 20:53:00,64.0,,78.0,29.98,9.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-185700,Source2,3,2016-11-18 08:15:01,2016-11-18 08:44:43,42.37923,-83.198112,,,0.01,Left hand shoulder blocked and left lane blocked due to accident on I-96 Eastbound after Exit 184 Greenfield Rd.,Greenfield Rd,Detroit,Wayne,MI,48227,US,US/Eastern,KDET,2016-11-18 07:53:00,53.1,,77.0,29.97,10.0,South,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46140,Source2,3,2016-07-04 06:59:44,2016-07-04 07:44:58,33.551829999999995,-117.181465,,,0.0,Accident on I-215 Southbound at Murrieta Hot Springs Rd.,I-215 S,Murrieta,Riverside,CA,92562,US,US/Pacific,KF70,2016-07-04 06:55:00,55.4,,100.0,30.06,0.2,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-69271,Source2,2,2016-11-04 06:45:52,2016-11-04 07:19:00,34.030128000000005,-117.689354,,,0.01,#1 #2 &amp; #3 lane blocked due to accident on CA-60 Westbound before Central Ave.,Central Ave,Chino,San Bernardino,CA,91710,US,US/Pacific,KCNO,2016-11-04 06:53:00,53.1,,71.0,30.08,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-42254,Source2,3,2016-06-14 01:19:16,2016-06-14 01:49:16,37.315239,-121.914902,,,0.0,Accident on I-280 Northbound at Race St.,Meridian Ave,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,2016-06-14 00:53:00,61.0,,58.0,30.07,10.0,NW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-149751,Source2,3,2017-01-24 14:24:38,2017-01-24 14:54:21,33.852024,-84.369621,,,0.01,Accident on GA-400 Southbound at Exit 2 Lenox Rd.,Lenox Rd NE,Atlanta,Fulton,GA,30342,US,US/Eastern,KPDK,2017-01-24 14:53:00,57.0,,44.0,29.81,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
